metro,month,month_name,stage,value_type,load_series,energy_usd,market_usd,demand_usd,rider_usd,fixed_usd,statutory_usd,total_usd,kwh,ncp_kw_15min,ncp_kw_30min,billed_kw_15min,billed_kw_30min,cp4_kw,ratchet_binding,storage_discharge_mwh,storage_charge_mwh,storage_cap_kw,pue_basis
San Jose / Bay Area,2,Feb,storage,delta,dispatched,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,665451230.846501,1158027.426000,1152485.807500,1158027.426000,1152485.807500,1063538.456586,0,0.000000,0.000000,,plant_derived_4a
San Jose / Bay Area,2,Feb,mitigated,level,dispatched,73457498.37758140,0.00000000,23306188.05027001,-465815.86159255,9292.26060000,0.00000000,96307162.82685886,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,3,Mar,baseline,level,baseline,77687773.91100259,0.00000000,23459927.12280000,0.00000000,10287.85995000,0.00000000,101157988.89375260,763995003.891250,1164195.581000,1157596.339000,1164195.581000,1157596.339000,1101055.185852,0,,,,plant_derived_4a
San Jose / Bay Area,3,Mar,measures,delta,baseline,0.00000000,0.00000000,0.00000000,-534796.50272387,0.00000000,0.00000000,-534796.50272387,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,3,Mar,storage,delta,dispatched,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,763995003.891250,1164195.581000,1157596.339000,1164195.581000,1157596.339000,1063538.456586,0,0.000000,0.000000,,plant_derived_4a
San Jose / Bay Area,3,Mar,mitigated,level,dispatched,77687773.91100259,0.00000000,23459927.12280000,-534796.50272387,10287.85995000,0.00000000,100623192.39102873,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,4,Apr,baseline,level,baseline,76014485.70131058,0.00000000,23753652.00768000,0.00000000,9955.99350000,0.00000000,99778093.70249057,752201440.398002,1178256.548000,1173008.567000,1178256.548000,1173008.567000,1101055.185852,0,,,,plant_derived_4a
San Jose / Bay Area,4,Apr,measures,delta,baseline,0.00000000,0.00000000,0.00000000,-526541.00827860,0.00000000,0.00000000,-526541.00827860,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,4,Apr,storage,delta,dispatched,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,752201440.398002,1178256.548000,1173008.567000,1178256.548000,1173008.567000,1063538.456586,0,0.000000,0.000000,,plant_derived_4a
San Jose / Bay Area,4,Apr,mitigated,level,dispatched,76014485.70131058,0.00000000,23753652.00768000,-526541.00827860,9955.99350000,0.00000000,99251552.69421196,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,5,May,baseline,level,baseline,76421956.44238274,0.00000000,23808463.18353000,0.00000000,10287.85995000,0.00000000,100240707.48586275,763543992.308004,1181863.649000,1180456.046000,1181863.649000,1180456.046000,1101055.185852,0,,,,plant_derived_4a
San Jose / Bay Area,5,May,measures,delta,baseline,0.00000000,0.00000000,0.00000000,-534480.79461560,0.00000000,0.00000000,-534480.79461560,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,5,May,storage,delta,dispatched,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,763543992.308004,1181863.649000,1180456.046000,1181863.649000,1180456.046000,1063538.456586,0,0.000000,0.000000,,plant_derived_4a
San Jose / Bay Area,5,May,mitigated,level,dispatched,76421956.44238274,0.00000000,23808463.18353000,-534480.79461560,10287.85995000,0.00000000,99706226.69124715,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,6,Jun,baseline,level,baseline,94629570.39138950,0.00000000,53702234.89110000,0.00000000,9955.99350000,0.00000000,148341761.27598950,786004020.759004,1201595.597000,1197559.424500,1201595.597000,1197559.424500,1101055.185852,0,,,,plant_derived_4a
San Jose / Bay Area,6,Jun,measures,delta,baseline,0.00000000,0.00000000,0.00000000,-550202.81453130,0.00000000,0.00000000,-550202.81453130,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,6,Jun,storage,delta,dispatched,-164481.30770846,0.00000000,-1965105.06282720,0.00000000,0.00000000,0.00000000,-2129586.37053566,787029209.874964,1201595.597000,1201595.597000,1201595.597000,1201595.597000,1063538.456586,0,5809.404990,6834.594106,1108921.237230,plant_derived_4a
San Jose / Bay Area,6,Jun,mitigated,level,dispatched,94465089.08368105,0.00000000,51737129.82827280,-550202.81453130,9955.99350000,0.00000000,145661972.09092256,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,7,Jul,baseline,level,baseline,99690653.80023557,0.00000000,53312137.04428001,0.00000000,10287.85995000,0.00000000,153013078.70446557,826699900.699001,1196660.785000,1189872.897000,1196660.785000,1189872.897000,1101055.185852,0,,,,plant_derived_4a
San Jose / Bay Area,7,Jul,measures,delta,baseline,0.00000000,0.00000000,0.00000000,-578689.93048930,0.00000000,0.00000000,-578689.93048930,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,7,Jul,storage,delta,dispatched,-276202.76935583,0.00000000,-2017686.06393597,0.00000000,0.00000000,0.00000000,-2293888.83329180,828290134.323153,1196660.785000,1196660.785000,1196660.785000,1196660.785000,1063538.456586,0,9120.083577,10729.510091,1096302.511204,plant_derived_4a
San Jose / Bay Area,7,Jul,mitigated,level,dispatched,99414451.03087974,0.00000000,51294450.98034404,-578689.93048930,10287.85995000,0.00000000,150140499.94068450,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,8,Aug,baseline,level,baseline,97416339.85433665,0.00000000,53218690.24404000,0.00000000,10287.85995000,0.00000000,150645317.95832664,809591233.344248,1190904.622000,1186883.979500,1190904.622000,1186883.979500,1101055.185852,0,,,,plant_derived_4a
San Jose / Bay Area,8,Aug,measures,delta,baseline,0.00000000,0.00000000,0.00000000,-566713.86334097,0.00000000,0.00000000,-566713.86334097,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,8,Aug,storage,delta,dispatched,-223122.60763153,0.00000000,-2000861.33528878,0.00000000,0.00000000,0.00000000,-2223983.94292031,810971871.369574,1190904.622000,1190904.622000,1190904.622000,1190904.622000,1063538.456586,0,7788.525166,9162.970784,1096161.351605,plant_derived_4a
San Jose / Bay Area,8,Aug,mitigated,level,dispatched,97193217.24670511,0.00000000,51217828.90875122,-566713.86334097,10287.85995000,0.00000000,147854620.15206537,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,9,Sep,baseline,level,baseline,96167944.96790400,0.00000000,53508015.60072000,0.00000000,9955.99350000,0.00000000,149685916.56212401,799879630.775749,1200752.156000,1195977.428500,1200752.156000,1195977.428500,1101055.185852,0,,,,plant_derived_4a
San Jose / Bay Area,9,Sep,measures,delta,baseline,0.00000000,0.00000000,0.00000000,-559915.74154302,0.00000000,0.00000000,-559915.74154302,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,9,Sep,storage,delta,dispatched,-216109.86339875,0.00000000,-2121619.72811826,0.00000000,0.00000000,0.00000000,-2337729.59151700,801257403.556723,1200752.156000,1200752.156000,1200752.156000,1200752.156000,1063538.456586,0,7733.709696,9098.481995,1093782.422020,plant_derived_4a
San Jose / Bay Area,9,Sep,mitigated,level,dispatched,95951835.10450526,0.00000000,51386395.87260175,-559915.74154302,9955.99350000,0.00000000,146788271.22906396,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,10,Oct,baseline,level,baseline,87505796.65230080,0.00000000,24043962.71862000,0.00000000,10287.85995000,0.00000000,111560047.23087081,785650245.668501,1194850.720000,1193290.456500,1194850.720000,1193290.456500,1101055.185852,0,,,,plant_derived_4a
San Jose / Bay Area,10,Oct,measures,delta,baseline,0.00000000,0.00000000,0.00000000,-549955.17196795,0.00000000,0.00000000,-549955.17196795,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,10,Oct,storage,delta,dispatched,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,785650245.668501,1194850.720000,1193290.456500,1194850.720000,1193290.456500,1063538.456586,0,0.000000,0.000000,,plant_derived_4a
San Jose / Bay Area,10,Oct,mitigated,level,dispatched,87505796.65230080,0.00000000,24043962.71862000,-549955.17196795,10287.85995000,0.00000000,111010092.05890286,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,11,Nov,baseline,level,baseline,79847526.80242549,0.00000000,23594168.64402000,0.00000000,9955.99350000,0.00000000,103451651.43994549,717552346.275251,1170966.637000,1169647.460500,1170966.637000,1169647.460500,1101055.185852,0,,,,plant_derived_4a
San Jose / Bay Area,11,Nov,measures,delta,baseline,0.00000000,0.00000000,0.00000000,-502286.64239268,0.00000000,0.00000000,-502286.64239268,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,11,Nov,storage,delta,dispatched,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,717552346.275251,1170966.637000,1169647.460500,1170966.637000,1169647.460500,1063538.456586,0,0.000000,0.000000,,plant_derived_4a
San Jose / Bay Area,11,Nov,mitigated,level,dispatched,79847526.80242549,0.00000000,23594168.64402000,-502286.64239268,9955.99350000,0.00000000,102949364.79755281,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,12,Dec,baseline,level,baseline,85156407.16113554,0.00000000,23424303.00015000,0.00000000,10287.85995000,0.00000000,108590998.02123556,765728709.878752,1162055.984000,1155870.665000,1162055.984000,1155870.665000,1101055.185852,0,,,,plant_derived_4a
San Jose / Bay Area,12,Dec,measures,delta,baseline,0.00000000,0.00000000,0.00000000,-536010.09691513,0.00000000,0.00000000,-536010.09691513,,,,,,,,,,,plant_derived_4a
San Jose / Bay Area,12,Dec,storage,delta,dispatched,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,765728709.878752,1162055.984000,1155870.665000,1162055.984000,1155870.665000,1063538.456586,0,0.000000,0.000000,,plant_derived_4a
San Jose / Bay Area,12,Dec,mitigated,level,dispatched,85156407.16113554,0.00000000,23424303.00015000,-536010.09691513,10287.85995000,0.00000000,108054987.92432043,,,,,,,,,,,plant_derived_4a
