metro,utility,eiaid,sector,name,label,startdate_iso,enddate_iso,voltagecategory,phasewiring,peakkwcapacitymin,peakkwcapacitymax,peakkwhusagemin,peakkwhusagemax,has_energy_tou,has_demand_structure,has_flat_demand,fixedchargefirstmeter,fixedchargeunits,demandrateunit,is_default,uri
Phoenix,Arizona Public Service Co,803,Commercial,Medium General Service TOU (E-32 M) Primary,69a7183c5c7ca445150f156d,2026-02-01,,Primary,,100,400,,,1,1,0,5.484,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69a7183c5c7ca445150f156d
Phoenix,Arizona Public Service Co,803,Commercial,Medium General Service TOU (E-32 M) Secondary,69a717a4fa9f85542e00de2b,2026-02-01,,Secondary,Single and 3-Phase,100,400,,,1,1,0,2.238,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69a717a4fa9f85542e00de2b
Phoenix,Arizona Public Service Co,803,Commercial,Medium General Service TOU (E-32 M) Transmission,69a71860f0ddf5680f0728dc,2026-02-01,,Transmission,,100,400,,,1,1,0,39.88,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69a71860f0ddf5680f0728dc
Austin,Austin Energy,1015,Commercial,Commercial - Secondary Voltage  50kW (Time-Of-Use Option) - Inside Austin,577eae935457a3bb443068ef,2016-04-01,,Secondary,,50,,,,1,1,0,68.25,$/month,kW,,https://apps.openei.org/IURDB/rate/view/577eae935457a3bb443068ef
Austin,Austin Energy,1015,Commercial,Commercial - Secondary Voltage  50kW (Time-Of-Use Option) - Outside Austin,577eaf5e5457a32f453068ee,2016-04-01,,Secondary,,50,,,,1,1,0,68.25,$/month,kW,,https://apps.openei.org/IURDB/rate/view/577eaf5e5457a32f453068ee
Dallas-Fort Worth,Oncor Electric Delivery Company LLC,44372,Commercial,Medium Non-Residential LSP POLR,539fb91bec4f024bc1dc1f11,2014-01-01,,Secondary,3-Phase,50,,,,1,0,1,32.92,$/month,kW,,https://apps.openei.org/IURDB/rate/view/539fb91bec4f024bc1dc1f11
Northern Virginia,Virginia Electric & Power Co,19876,Commercial,GS-2 Demand,6997d1dfa746c90e550cb238,2026-01-01,,,,30,500,,,1,0,1,31.9,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/6997d1dfa746c90e550cb238
Northern Virginia,Virginia Electric & Power Co,19876,Commercial,GS-2 Non-Demand,6997d2bea746c90e550cb239,2026-01-01,,,,30,500,,,1,0,0,31.9,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/6997d2bea746c90e550cb239
Northern Virginia,Virginia Electric & Power Co,19876,Commercial,GS-2T Time-of-Use,6997d388a746c90e550cb23a,2026-01-01,,,,30,500,,,1,1,0,37.08,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/6997d388a746c90e550cb23a
Atlanta,Georgia Power Co,7140,Commercial,Schedule PLM-18 Power and Light Medium,677d7ccfc4f2abe4cf06617c,2025-01-01,,Secondary,Single and 3-Phase,30,500,,,1,0,1,152,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/677d7ccfc4f2abe4cf06617c
Atlanta,Georgia Power Co,7140,Commercial,Time of Use- Multiple Business Schedule TOU-MB-7,5ae3acd05457a3a8689b4e70,2018-04-01,,Secondary,Single and 3-Phase,30,250,,,1,0,0,113,$/month,,,https://apps.openei.org/IURDB/rate/view/5ae3acd05457a3a8689b4e70
Phoenix,Arizona Public Service Co,803,Commercial,Small General Service (E-32 S) Primary,6272e3d80be5c2606c5ff727,,,Primary,,20,100,,,1,1,0,143.96,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/6272e3d80be5c2606c5ff727
Phoenix,Arizona Public Service Co,803,Commercial,Small General Service (E-32 S) Secondary,6272e4ae7eb76766c247d469,,,Secondary,Single and 3-Phase,20,100,,,1,1,0,33.76,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/6272e4ae7eb76766c247d469
Phoenix,Arizona Public Service Co,803,Commercial,Small General Service TOU (E-32 S) Primary,69a7198aac5ca652b303091a,2026-02-01,,Primary,,20,100,,,1,1,0,5.484,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69a7198aac5ca652b303091a
Phoenix,Arizona Public Service Co,803,Commercial,Small General Service TOU (E-32 S) Secondary,69a7190ccebe63c9250a13ec,2026-02-01,,Secondary,Single and 3-Phase,20,100,,,1,1,0,2.238,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69a7190ccebe63c9250a13ec
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,Agriculture Power AG-1 (Rate B) Primary,69de97d654d2cac2040b696e,2026-03-27,,Primary,,15,500,,,1,0,1,0.76313,$/day,,False,https://apps.openei.org/IURDB/rate/view/69de97d654d2cac2040b696e
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,Agriculture Power AG-1 (Rate B) Secondary,69de97db6c6b1b3352045e3e,2026-03-27,,,,15,500,,,1,0,1,0.76313,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/69de97db6c6b1b3352045e3e
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,Agriculture Power TOU Rate (AG-4B),69dea8571ae3be1716020edc,2026-03-27,,,,15,,,,1,1,1,0.76313,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69dea8571ae3be1716020edc
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,Agriculture Power TOU Rate (AG-4C),69dea8633b7f6b42a805fd9f,2026-03-27,,,,15,,,,1,1,1,2.15003,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69dea8633b7f6b42a805fd9f
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,Agriculture Power TOU Rate (AG-4E),69dea85d5522f8f29a014b5e,2026-03-27,,,,15,,,,1,1,1,0.76313,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69dea85d5522f8f29a014b5e
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,Agriculture Power TOU rate (AG-4F),69dea868fef8e27e5706661e,2026-03-27,,,,15,,,,1,1,1,2.15003,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/69dea868fef8e27e5706661e
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,Large Agriculture Power TOU Rate (AG-5B),69deaa74c3f455511f0635a2,2026-03-27,,,,15,,,,1,1,1,1.19446,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69deaa74c3f455511f0635a2
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,Large Agriculture Power TOU Rate (AG-5C),69deaa7f54d2cac2040b6970,2026-03-27,,,,15,,,,1,1,1,5.30871,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69deaa7f54d2cac2040b6970
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,Large Agriculture Power TOU Rate (AG-5E),69deaa79d600f18ec30600ad,2026-03-27,,,,15,,,,1,1,1,1.19446,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69deaa79d600f18ec30600ad
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,Large Agriculture Power TOU Rate (AG-5F),69deaa836d1ebb0263094f0f,2026-03-27,,,,15,,,,1,1,1,5.30871,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69deaa836d1ebb0263094f0f
Dallas-Fort Worth,Oncor Electric Delivery Company LLC,44372,Commercial,Small Non- Residential LSP POLR(GREATER THAN 10KW),539fba32ec4f024bc1dc2b4f,2014-05-01,,Secondary,3-Phase,11,,,,1,0,1,32.92,$/month,kW,,https://apps.openei.org/IURDB/rate/view/539fba32ec4f024bc1dc2b4f
Columbus,Ohio Power Co,14006,Commercial,General Service Primary Bundled (GS-2),5964f6115457a3863c4c9f94,2017-06-01,,Primary,,10,8000,,,1,1,1,173.57,$/month,kW,,https://apps.openei.org/IURDB/rate/view/5964f6115457a3863c4c9f94
Columbus,Ohio Power Co,14006,Commercial,General Service Primary Bundled (GS-2),5964f7d85457a34a4a4c9f93,2017-06-01,,Primary,,10,8000,,,1,1,1,173.57,$/month,kW,,https://apps.openei.org/IURDB/rate/view/5964f7d85457a34a4a4c9f93
Columbus,Ohio Power Co,14006,Commercial,General Service Primary Bundled (GS-3),5965063e5457a3803e4c9f94,2017-06-01,,,,10,8000,,,1,1,1,173.57,$/month,kW,,https://apps.openei.org/IURDB/rate/view/5965063e5457a3803e4c9f94
Columbus,Ohio Power Co,14006,Commercial,General Service Secondary Bundled (GS-2),5964f0945457a3f4404c9f92,2017-06-01,,Secondary,,10,8000,,,1,1,1,68.73,$/month,kW,,https://apps.openei.org/IURDB/rate/view/5964f0945457a3f4404c9f92
Columbus,Ohio Power Co,14006,Commercial,General Service Secondary Bundled (GS-2),5964f3d15457a361024c9f92,2017-06-01,,Secondary,,10,8000,,,1,1,1,68.73,$/month,kW,,https://apps.openei.org/IURDB/rate/view/5964f3d15457a361024c9f92
Columbus,Ohio Power Co,14006,Commercial,General Service Secondary Bundled (GS-3),596505a65457a3494a4c9f92,2017-06-01,,Secondary,,10,8000,,,1,1,1,68.73,$/month,kW,,https://apps.openei.org/IURDB/rate/view/596505a65457a3494a4c9f92
Columbus,Ohio Power Co,14006,Commercial,General Service Subtransmission Bundled (GS-2),5964fd975457a30c144c9f92,2017-06-01,,,,10,8000,,,1,0,1,763.57,$/month,kW,,https://apps.openei.org/IURDB/rate/view/5964fd975457a30c144c9f92
Columbus,Ohio Power Co,14006,Commercial,General Service Subtransmission Bundled (GS-3),59650a3b5457a3863c4c9f97,2017-06-01,,,,10,8000,,,1,0,1,763.57,$/month,kW,,https://apps.openei.org/IURDB/rate/view/59650a3b5457a3863c4c9f97
Columbus,Ohio Power Co,14006,Commercial,General Service Transmission Bundled (GS-2),5964fc095457a3f4404c9f94,2017-06-01,,Transmission,,10,8000,,,1,0,1,763.57,$/month,kW,,https://apps.openei.org/IURDB/rate/view/5964fc095457a3f4404c9f94
Columbus,Ohio Power Co,14006,Commercial,General Service Transmission Bundled (GS-3),596509c25457a3494a4c9f93,2017-06-01,,,,10,8000,,,1,0,1,763.57,$/month,kW,,https://apps.openei.org/IURDB/rate/view/596509c25457a3494a4c9f93
Austin,Austin Energy,1015,Commercial,Commercial - Secondary Voltage 10kW-300kW - Inside,68b7ae8e19ad20e82903890f,2025-05-01,,Secondary,,10,300,,,1,0,1,57.22,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/68b7ae8e19ad20e82903890f
Austin,Austin Energy,1015,Commercial,Commercial - Secondary Voltage 10kW-300kW - Outside Austin,68b7b6c821cf9a2f810d7c9c,2025-05-01,,Secondary,,10,300,,,1,0,1,57.22,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/68b7b6c821cf9a2f810d7c9c
Austin,Austin Energy,1015,Commercial,Commercial - Secondary Voltage 10kW-50kW (Time of Use)-Inside Austin,577eaceb5457a3ba443068f0,2016-04-01,,Secondary,,10,50,,,1,1,0,30,$/month,kW,,https://apps.openei.org/IURDB/rate/view/577eaceb5457a3ba443068f0
Austin,Austin Energy,1015,Commercial,Commercial - Secondary Voltage 10kW-50kW (Time of Use)-Outside Austin,577eadc25457a3bb443068ee,2016-04-01,,Secondary,,10,50,,,1,1,0,30,$/month,kW,,https://apps.openei.org/IURDB/rate/view/577eadc25457a3bb443068ee
Chicago,Commonwealth Edison Co,4110,Commercial,BES-Medium Load Delivery Class (Primary),67a250cb809958d49f095b5c,2025-01-01,,Primary,3-Phase,,10000,,,1,0,1,47.83,$/month,,False,https://apps.openei.org/IURDB/rate/view/67a250cb809958d49f095b5c
Chicago,Commonwealth Edison Co,4110,Commercial,BES-Medium Load Delivery Class (Secondary),67a250ec809958d49f095b5e,2025-01-01,,Secondary,3-Phase,,10000,,,1,0,1,47.83,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/67a250ec809958d49f095b5e
Chicago,Commonwealth Edison Co,4110,Commercial,BES-Small Load Delivery Class (Primary),67a25104809958d49f095b60,2025-01-01,,Primary,3-Phase,,10000,,,1,0,1,30.98,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/67a25104809958d49f095b60
Chicago,Commonwealth Edison Co,4110,Commercial,BES-Small Load Delivery Class (Secondary),64c00748d007addda603c401,2023-06-01,,Secondary,3-Phase,,10000,,,1,0,1,18.31,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/64c00748d007addda603c401
Chicago,Commonwealth Edison Co,4110,Commercial,BES-Small Load Delivery Class (Secondary),67a25121043a3c1d68048e2b,2025-01-01,,Secondary,3-Phase,,10000,,,1,0,1,30.98,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/67a25121043a3c1d68048e2b
Chicago,Commonwealth Edison Co,4110,Industrial,BESH-Large Load Delivery Class (Unbundled),53a48d525257a33d4d8d8cf1,2014-06-01,,Secondary,3-Phase,,10000,,,1,0,1,97.23,$/month,,,https://apps.openei.org/IURDB/rate/view/53a48d525257a33d4d8d8cf1
Chicago,Commonwealth Edison Co,4110,Commercial,BESH-Watt Hour Delivery Class(Unbundled),539f6cf9ec4f024411ecb033,2014-06-01,,Secondary,Single and 3-Phase,,10000,,,1,0,1,17.35,$/month,kW,,https://apps.openei.org/IURDB/rate/view/539f6cf9ec4f024411ecb033
Chicago,Commonwealth Edison Co,4110,Commercial,RDS-Medium Load Delivery Class (Primary),67a250b9809958d49f095b5b,2025-01-01,,Primary,3-Phase,,10000,,,1,0,1,47.83,$/month,,False,https://apps.openei.org/IURDB/rate/view/67a250b9809958d49f095b5b
Chicago,Commonwealth Edison Co,4110,Commercial,RDS-Medium Load Delivery Class (Secondary),67a250da809958d49f095b5d,2025-01-01,,Secondary,3-Phase,,10000,,,1,0,1,47.83,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/67a250da809958d49f095b5d
Chicago,Commonwealth Edison Co,4110,Commercial,RDS-Small Load Delivery Class (Primary),64bfed2a8859b02004057981,2023-06-01,,Primary,3-Phase,,10000,,,1,0,1,18.76,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/64bfed2a8859b02004057981
Chicago,Commonwealth Edison Co,4110,Commercial,RDS-Small Load Delivery Class (Primary),67a250f8809958d49f095b5f,2025-01-01,,Primary,3-Phase,,10000,,,1,0,1,30.98,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/67a250f8809958d49f095b5f
Chicago,Commonwealth Edison Co,4110,Commercial,RDS-Small Load Delivery Class (Secondary),64bfee45250784052f07bbbe,2023-06-01,,Secondary,3-Phase,,10000,,,1,0,1,18.76,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/64bfee45250784052f07bbbe
Chicago,Commonwealth Edison Co,4110,Commercial,RDS-Small Load Delivery Class (Secondary),67a25110937d04bbff0be75d,2025-01-01,,Secondary,3-Phase,,10000,,,1,0,1,18.76,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/67a25110937d04bbff0be75d
Austin,Austin Energy,1015,Commercial,Commercial - Primary Voltage Less than 3 MW (Time-of-Use-Option) - Inside Austin,577eb2e55457a3bc443068ef,2016-04-01,,Primary,,,3000,,,1,1,0,262.5,$/month,kW,,https://apps.openei.org/IURDB/rate/view/577eb2e55457a3bc443068ef
Austin,Austin Energy,1015,Commercial,Commercial - Primary Voltage Less than 3 MW (Time-of-Use-Option) - Outside Austin,577eb4175457a3bc443068f0,2016-04-01,,Primary,,,3000,,,1,1,0,262.5,$/month,kW,,https://apps.openei.org/IURDB/rate/view/577eb4175457a3bc443068f0
Austin,Austin Energy,1015,Commercial,Commercial - Primary Voltage Less than 3 MW - Inside Austin,68b7b30cd3323036f20806eb,2025-05-01,,Primary,,,3000,,,1,0,1,312.12,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/68b7b30cd3323036f20806eb
Austin,Austin Energy,1015,Commercial,Commercial - Primary Voltage Less than 3 MW - Outside Austin,68b7b830d3323036f20806ec,2025-05-01,,Primary,,,3000,,,1,0,1,312.12,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/68b7b830d3323036f20806ec
Columbus,Ohio Power Co,14006,Commercial,"General Service Ohio Power Rate Zone (GS) - Transmission Sub 2,000 kW",69dd310008c252b4010e1d3a,2026-04-10,,Transmission,,,2000,,,1,0,1,1126.71,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/69dd310008c252b4010e1d3a
Columbus,Ohio Power Co,14006,Commercial,"General Service Ohio Power Rate Zone (GS) - Transmission Sub 2,000 kW",69dd3106e547dde41109edf8,2026-04-10,,Primary,,,2000,,,1,0,1,1128.34,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/69dd3106e547dde41109edf8
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-10 Medium General Demand Service (Primary Voltage),69de8955c3f455511f06359f,2026-03-27,,Primary,,,500,,,1,0,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de8955c3f455511f06359f
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-10 Medium General Demand Service (Secondary Voltage),69de8950a6e15ebd62035b3d,2026-03-27,,Secondary,,,500,,,1,0,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de8950a6e15ebd62035b3d
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-10 Medium General Demand Service (Transmission Voltage),69de895bc6b8d5269401c6ee,2026-03-27,,Transmission,,,500,,,1,0,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de895bc6b8d5269401c6ee
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-10 Medium General Demand Service TOU (Primary Voltage),69de8a2d08c252b4010e1d41,2026-03-27,,Primary,,,500,,,1,0,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de8a2d08c252b4010e1d41
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-10 Medium General Demand Service TOU (Secondary Voltage),69de8a2702f684104e01267c,2026-03-27,,Secondary,,,500,,,1,0,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de8a2702f684104e01267c
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-10 Medium General Demand Service TOU (Transmission Voltage),69de8a32820adfee230a016b,2026-03-27,,Transmission,,,500,,,1,0,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de8a32820adfee230a016b
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,B-10 Medium General Demand Service (Primary Voltage),69de936e57e73279b70d783f,2026-03-27,,Secondary,,,500,,,1,0,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de936e57e73279b70d783f
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,B-10 Medium General Demand Service (Secondary Voltage),69de936a02f684104e01267f,2026-03-27,,Secondary,,,500,,,1,0,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de936a02f684104e01267f
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,B-10 Medium General Demand Service (Transmission Voltage),69de9373c6b8d5269401c6ef,2026-03-27,,Secondary,,,500,,,1,0,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de9373c6b8d5269401c6ef
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,"E-19 Medium General Demand TOU (Primary, Voluntary)",69de7ec381bf8b311c0576ae,2026-03-27,,Primary,,,500,,,1,1,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de7ec381bf8b311c0576ae
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,"E-19 Medium General Demand TOU (Secondary, Voluntary)",69de7e5220aaf9dd060cab5d,2026-03-27,,Secondary,,,500,,,1,1,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de7e5220aaf9dd060cab5d
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,"E-19 Medium General Demand TOU (Transmission, Voluntary)",69de8052fcf14d499f019a5d,2026-03-27,,Transmission,,,500,,,1,1,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de8052fcf14d499f019a5d
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,"E-19 Medium General Demand TOU Option R (Primary, Voluntary)",69de7c7bc3f455511f06359e,2026-03-27,,Primary,,,500,,,1,1,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de7c7bc3f455511f06359e
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,"E-19 Medium General Demand TOU Option R (Secondary, Voluntary)",69de7a41820adfee230a016a,2026-03-27,,Secondary,,,500,,,1,1,1,11.36882,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de7a41820adfee230a016a
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,"E-19 Medium General Demand TOU Option R (Transmission, Voluntary)",69de7d0857e73279b70d783c,2026-03-27,,Transmission,,,500,,,1,1,1,11.36882,$/day,,False,https://apps.openei.org/IURDB/rate/view/69de7d0857e73279b70d783c
Columbus,Ohio Power Co,14006,Commercial,General Service Time-of-Day  (GS-TOD) Ohio Power Company Rate Zone,69dd38379b741834cb0376b9,2026-04-10,,,,,500,,,1,0,0,45.71,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/69dd38379b741834cb0376b9
Columbus,Ohio Power Co,14006,Commercial,General Service Time-of-Day Bundled (GS-TOD),5964fe695457a3863c4c9f95,2017-06-01,,,,,500,,,1,0,0,37.46,$/month,kW,,https://apps.openei.org/IURDB/rate/view/5964fe695457a3863c4c9f95
Columbus,Ohio Power Co,14006,Commercial,General Service Time-of-Day Bundled (GS-TOD),596500e45457a34b4a4c9f94,2017-06-01,,,,,500,,,1,0,0,37.46,$/month,kW,,https://apps.openei.org/IURDB/rate/view/596500e45457a34b4a4c9f94
Columbus,Ohio Power Co,14006,Commercial,General Service Time-of-Day Bundled (GS-TOD) Ohio Power Company Rate Zone,69dd3831edea9919e60bad8b,2026-04-10,,Secondary,,,500,,,1,0,0,45.71,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/69dd3831edea9919e60bad8b
Columbus,Ohio Power Co,14006,Commercial,General Service Time-of-Use  (GS-TOU) Ohio Power Company Rate Zone,69dd365e5522f8f29a014b58,2026-04-10,,,,,500,,,1,0,0,45.71,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/69dd365e5522f8f29a014b58
Columbus,Ohio Power Co,14006,Commercial,General Service Time-of-Use Bundled (GS-TOU) Ohio Power Company Rate Zone,69dd36639b741834cb0376b8,2026-04-10,,Secondary,,,500,,,1,0,0,45.71,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/69dd36639b741834cb0376b8
Atlanta,Georgia Power Co,7140,Commercial,Schedule SAS-16 Seasonal Agricultural Service,677da1ccee81823f200d73c8,2025-01-01,,Secondary,Single and 3-Phase,,500,,,1,0,0,43,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/677da1ccee81823f200d73c8
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-1 Small General Service TOU  (Single-Phase),69de883c57e73279b70d783e,2026-03-27,,,Single Phase,,75,,,1,0,0,0.32854,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de883c57e73279b70d783e
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-1 Small General Service TOU (Poly-Phase),69de8841406310365e0f080e,2026-03-27,,,3-Phase,,75,,,1,0,0,0.82136,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de8841406310365e0f080e
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-1-Small General Service-Non-Time of Use Rate (Poly-Phase),69de87ed5522f8f29a014b5d,2026-03-27,,,Single Phase,,75,,150000,1,0,0,0.82136,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de87ed5522f8f29a014b5d
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-1-Small General Service-Non-Time of Use Rate (Single-Phase),69de87e8a6e15ebd62035b3c,2026-03-27,,,Single Phase,,75,,150000,1,0,0,0.32854,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de87e8a6e15ebd62035b3c
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-6 Small General Service TOU Poly Phase,69de98911ae3be1716020edb,2026-03-27,,,3-Phase,,75,,,1,0,0,0.82136,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de98911ae3be1716020edb
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,A-6 Small General Service TOU Single Phase,69de988dcef5d38e6a0fffac,2026-03-27,,,Single Phase,,75,,,1,0,0,0.32854,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de988dcef5d38e6a0fffac
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,B-1 Small General Service TOU  (Single-Phase),69de996308c252b4010e1d42,2026-03-27,,,Single Phase,,75,,,1,0,0,0.32854,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de996308c252b4010e1d42
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,B-1 Small General Service TOU (Poly-Phase),69de9968e547dde41109ee01,2026-03-27,,,3-Phase,,75,,,1,0,0,0.82136,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de9968e547dde41109ee01
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,B-1ST Small General Service TOU (Poly-Phase),69de996ffb69aab18f03bf1c,2026-03-27,,,3-Phase,,75,,,1,1,0,0.82136,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de996ffb69aab18f03bf1c
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,B-1ST Small General Service TOU (Single Phase),69de9975a4f73dacbd0ff0ee,2026-03-27,,,Single Phase,,75,,,1,1,0,0.32854,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de9975a4f73dacbd0ff0ee
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,B-6 Small General Service TOU Poly Phase,69de92e6f3508cead300dc5d,2026-03-27,,,3-Phase,,75,,,1,0,0,0.82136,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de92e6f3508cead300dc5d
San Jose / Bay Area,Pacific Gas & Electric Co,14328,Commercial,B-6 Small General Service TOU Single Phase,69de92e0f6c376e88e0e4b2c,2026-03-27,,,3-Phase,,75,,,1,0,0,0.32854,$/day,kW,False,https://apps.openei.org/IURDB/rate/view/69de92e0f6c376e88e0e4b2c
Atlanta,Georgia Power Co,7140,Commercial,TOU-EO-6 (Time-Of-Use Small General Service),539fb64fec4f024bc1dbff15,,,,,,50,,,1,0,1,46,$/month,kW,,https://apps.openei.org/IURDB/rate/view/539fb64fec4f024bc1dbff15
Northern Virginia,Virginia Electric & Power Co,19876,Commercial,GS-1 (Small General Service Single Phase Service),6997cfcd43b6aa9b2a015f7a,2026-01-01,,,Single Phase,,30,,,1,0,0,13.39,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/6997cfcd43b6aa9b2a015f7a
Northern Virginia,Virginia Electric & Power Co,19876,Commercial,GS-1 (Small General Service Three Phase Service),6997d06143b6aa9b2a015f7b,2026-01-01,,,3-Phase,,30,,,1,0,0,18.05,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/6997d06143b6aa9b2a015f7b
Atlanta,Georgia Power Co,7140,Commercial,SCHEDULE GS-17 GENERAL SERVICE,677c3da0e0c738a5420ab89b,2025-01-01,,,,,30,,3000,1,0,0,36,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/677c3da0e0c738a5420ab89b
Atlanta,Georgia Power Co,7140,Commercial,Schedule PLS-18 Power and Light Small,677da422c4f2abe4cf06617e,2025-01-01,,Secondary,Single and 3-Phase,,30,,,1,0,1,38,$/month,kW,False,https://apps.openei.org/IURDB/rate/view/677da422c4f2abe4cf06617e
